qseqid	sseqid	identity	length	mismatch	gaps	qstart	qend	sstart	send	evalue	bitscore	sscinames
JXXB01021541.1	UniRef50_A0A182JF92	98.1	320	6	0	1	960	579	898	3.80E-176	625.2	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
JXXB01021541.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	2.00E-169	602.8	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
JXXB01021541.1	UniRef50_Q7K3M5	90	320	32	0	1	960	97	416	7.30E-164	584.3	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
JXXB01021541.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	6.20E-163	581.3	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
JXXB01021541.1	UniRef50_A0A835L210	89.4	322	32	1	1	960	102	423	8.10E-163	580.9	UniRef50_A0A835L210 RNA helicase n=1 Tax=Spodoptera exigua TaxID=7107 RepID=A0A835L210_SPOEX
AAAB01008816.1	UniRef50_A0A182JF92	98.8	320	4	0	1	960	579	898	2.60E-177	629	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
AAAB01008816.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	1.50E-169	603.2	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
AAAB01008816.1	UniRef50_Q7K3M5	90	320	32	0	1	960	97	416	5.60E-164	584.7	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
AAAB01008816.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	4.80E-163	581.6	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
AAAB01008816.1	UniRef50_A0A835L210	89.4	322	32	1	1	960	102	423	6.20E-163	581.3	UniRef50_A0A835L210 RNA helicase n=1 Tax=Spodoptera exigua TaxID=7107 RepID=A0A835L210_SPOEX
AXCP01003769.1	UniRef50_A0A182JF92	100	320	0	0	1	960	579	898	3.60E-179	635.2	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
AXCP01003769.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	4.40E-169	601.7	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
AXCP01003769.1	UniRef50_A0A8S1C628	89.7	320	33	0	1	960	671	990	4.30E-164	585.1	UniRef50_A0A8S1C628 RNA helicase n=5 Tax=Pterygota TaxID=7496 RepID=A0A8S1C628_9INSE
AXCP01003769.1	UniRef50_Q7K3M5	89.7	320	33	0	1	960	97	416	3.60E-163	582	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
AXCP01003769.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	6.20E-163	581.3	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
APCL01003279.1	UniRef50_A0A182JF92	97.8	320	7	0	1	960	579	898	4.90E-176	624.8	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
APCL01003279.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	2.60E-169	602.4	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
APCL01003279.1	UniRef50_Q7K3M5	90	320	32	0	1	960	97	416	5.60E-164	584.7	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
APCL01003279.1	UniRef50_A0A8S1C628	89.4	320	34	0	1	960	671	990	3.60E-163	582	UniRef50_A0A8S1C628 RNA helicase n=5 Tax=Pterygota TaxID=7496 RepID=A0A8S1C628_9INSE
APCL01003279.1	UniRef50_A0A2W1BJW7	89.1	322	33	1	1	960	102	423	1.10E-162	580.5	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
APCM01001894.1	UniRef50_A0A182JF92	98.8	320	4	0	1	960	579	898	2.60E-177	629	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
APCM01001894.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	1.50E-169	603.2	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
APCM01001894.1	UniRef50_Q7K3M5	90	320	32	0	1	960	97	416	5.60E-164	584.7	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
APCM01001894.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	4.80E-163	581.6	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
APCM01001894.1	UniRef50_A0A835L210	89.4	322	32	1	1	960	102	423	6.20E-163	581.3	UniRef50_A0A835L210 RNA helicase n=1 Tax=Spodoptera exigua TaxID=7107 RepID=A0A835L210_SPOEX
APCN01001484.1	UniRef50_A0A182JF92	98.8	320	4	0	1	960	579	898	2.60E-177	629	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
APCN01001484.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	1.50E-169	603.2	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
APCN01001484.1	UniRef50_Q7K3M5	90	320	32	0	1	960	97	416	5.60E-164	584.7	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
APCN01001484.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	4.80E-163	581.6	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
APCN01001484.1	UniRef50_A0A835L210	89.4	322	32	1	1	960	102	423	6.20E-163	581.3	UniRef50_A0A835L210 RNA helicase n=1 Tax=Spodoptera exigua TaxID=7107 RepID=A0A835L210_SPOEX
APCK01001718.1	UniRef50_A0A182JF92	97.8	320	7	0	1	960	579	898	1.10E-175	623.6	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
APCK01001718.1	UniRef50_A0A1J1IPW0	93.1	320	22	0	1	960	1135	1454	2.90E-168	599	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
APCK01001718.1	UniRef50_A0A8S1C628	89.7	320	33	0	1	960	671	990	1.90E-164	586.3	UniRef50_A0A8S1C628 RNA helicase n=5 Tax=Pterygota TaxID=7496 RepID=A0A8S1C628_9INSE
APCK01001718.1	UniRef50_Q7K3M5	90.3	320	31	0	1	960	97	416	1.90E-164	586.3	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
APCK01001718.1	UniRef50_A0A2W1BJW7	89.4	322	32	1	1	960	102	423	6.20E-163	581.3	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
JXXA01018599.1	UniRef50_A0A182JF92	97.5	320	8	0	1	960	579	898	7.10E-175	620.9	UniRef50_A0A182JF92 RNA helicase n=4 Tax=Endopterygota TaxID=33392 RepID=A0A182JF92_ANOAO
JXXA01018599.1	UniRef50_A0A1J1IPW0	93.8	320	20	0	1	960	1135	1454	1.20E-169	603.6	UniRef50_A0A1J1IPW0 RNA helicase n=1 Tax=Clunio marinus TaxID=568069 RepID=A0A1J1IPW0_9DIPT
JXXA01018599.1	UniRef50_Q7K3M5	89.7	320	33	0	1	960	97	416	1.60E-163	583.2	UniRef50_Q7K3M5 ATP-dependent RNA helicase DHX15 homolog n=243 Tax=Eukaryota TaxID=2759 RepID=DHX15_DROME
JXXA01018599.1	UniRef50_A0A8S1C628	89.4	320	34	0	1	960	671	990	3.60E-163	582	UniRef50_A0A8S1C628 RNA helicase n=5 Tax=Pterygota TaxID=7496 RepID=A0A8S1C628_9INSE
JXXA01018599.1	UniRef50_A0A2W1BJW7	89.1	322	33	1	1	960	102	423	1.40E-162	580.1	UniRef50_A0A2W1BJW7 RNA helicase n=1 Tax=Helicoverpa armigera TaxID=29058 RepID=A0A2W1BJW7_HELAM
ALPR02005838.1	UniRef50_A0A8D8FSJ9	67.8	115	11	1	1	345	339	427	1.40E-35	156.8	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
ALPR02005838.1	UniRef50_U5EQ11	66.1	115	13	1	1	345	688	776	3.40E-34	152.1	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
ALPR02005838.1	UniRef50_A0A336LQ80	65.2	115	14	1	1	345	673	761	9.80E-34	150.6	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
ALPR02005838.1	UniRef50_A0A1B0C8N7	63.8	116	16	1	1	348	662	751	1.10E-32	147.1	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
ALPR02005838.1	UniRef50_A0A7G3AJV7	63.8	116	16	1	1	348	226	315	1.10E-32	147.1	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
APCK01000499.1	UniRef50_A0A8D8FSJ9	67	109	15	1	1	327	339	426	5.40E-34	151.4	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
APCK01000499.1	UniRef50_U5EQ11	65.1	109	17	1	1	327	688	775	3.30E-31	142.1	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
APCK01000499.1	UniRef50_A0A336LQ80	62.4	109	20	1	1	327	673	760	6.20E-30	137.9	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
APCK01000499.1	UniRef50_A0A1B0C8N7	63.3	109	19	1	1	327	662	749	8.10E-30	137.5	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
APCK01000499.1	UniRef50_A0A7G3AJV7	63.3	109	19	1	1	327	226	313	8.10E-30	137.5	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
APHL01000091.1	UniRef50_A0A8D8FSJ9	69.6	112	12	1	13	348	338	427	1.80E-35	156.4	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
APHL01000091.1	UniRef50_U5EQ11	67.9	112	14	1	13	348	687	776	4.40E-34	151.8	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
APHL01000091.1	UniRef50_A0A336LQ80	67	112	15	1	13	348	672	761	1.30E-33	150.2	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
APHL01000091.1	UniRef50_A0A1B0C8N7	66.1	112	16	1	13	348	661	750	1.90E-32	146.4	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
APHL01000091.1	UniRef50_A0A7G3AJV7	66.1	112	16	1	13	348	225	314	1.90E-32	146.4	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
JXXA01002644.1	UniRef50_A0A8D8FSJ9	67	109	14	1	28	354	338	424	1.40E-32	146.7	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
JXXA01002644.1	UniRef50_U5EQ11	65.1	109	16	1	28	354	687	773	3.60E-31	142.1	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
JXXA01002644.1	UniRef50_A0A336LQ80	64.2	109	17	1	28	354	672	758	1.00E-30	140.6	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
JXXA01002644.1	UniRef50_A0A1B0C8N7	64.2	109	17	1	28	354	661	747	1.80E-30	139.8	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
JXXA01002644.1	UniRef50_A0A7G3AJV7	64.2	109	17	1	28	354	225	311	1.80E-30	139.8	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
APCG01004674.1	UniRef50_A0A8D8FSJ9	67.8	115	11	1	1	345	339	427	1.40E-35	156.8	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
APCG01004674.1	UniRef50_U5EQ11	66.1	115	13	1	1	345	688	776	3.40E-34	152.1	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
APCG01004674.1	UniRef50_A0A336LQ80	65.2	115	14	1	1	345	673	761	9.80E-34	150.6	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
APCG01004674.1	UniRef50_A0A1B0C8N7	63.8	116	16	1	1	348	662	751	1.10E-32	147.1	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
APCG01004674.1	UniRef50_A0A7G3AJV7	63.8	116	16	1	1	348	226	315	1.10E-32	147.1	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
APCL01005276.1	UniRef50_A0A8D8FSJ9	68.1	113	14	1	1	339	339	429	2.20E-35	156.4	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
APCL01005276.1	UniRef50_U5EQ11	66.4	113	16	1	1	339	688	778	5.30E-34	151.8	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
APCL01005276.1	UniRef50_A0A336LQ80	65.5	113	17	1	1	339	673	763	1.50E-33	150.2	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
APCL01005276.1	UniRef50_A0A1B0C8N7	66.1	112	16	1	1	336	662	751	2.60E-33	149.4	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
APCL01005276.1	UniRef50_A0A7G3AJV7	66.1	112	16	1	1	336	226	315	2.60E-33	149.4	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
JXXB01016023.1	UniRef50_A0A8D8FSJ9	61.5	135	19	3	10	414	325	426	4.00E-34	152.1	UniRef50_A0A8D8FSJ9 DnaJ homolog subfamily C member 14 n=1 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8FSJ9_CULPI
JXXB01016023.1	UniRef50_A0A336LQ80	58.8	136	23	3	7	414	658	760	1.70E-32	146.7	UniRef50_A0A336LQ80 CSON000683 protein n=2 Tax=Culicoides sonorensis TaxID=179676 RepID=A0A336LQ80_CULSO
JXXB01016023.1	UniRef50_U5EQ11	59.3	135	22	3	10	414	674	775	2.20E-32	146.4	UniRef50_U5EQ11 Putative molecular chaperone dnaj superfamily (Fragment) n=1 Tax=Corethrella appendiculata TaxID=1370023 RepID=U5EQ11_9DIPT
JXXB01016023.1	UniRef50_A0A1B0C8N7	64.3	112	17	1	79	414	661	749	8.40E-32	144.4	UniRef50_A0A1B0C8N7 J domain-containing protein n=10 Tax=Phlebotominae TaxID=7198 RepID=A0A1B0C8N7_LUTLO
JXXB01016023.1	UniRef50_A0A7G3AJV7	64.3	112	17	1	79	414	225	313	8.40E-32	144.4	UniRef50_A0A7G3AJV7 Putative molecular chaperone dnaj superfamily protein n=2 Tax=Nematocera TaxID=7148 RepID=A0A7G3AJV7_LUTLO
AAAB01008859.1	UniRef50_W5JUF1	73.9	142	31	2	1	411	57	197	2.30E-50	206.1	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
AAAB01008859.1	UniRef50_B0XBB0	72.3	137	37	1	1	411	12	147	9.80E-49	200.7	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
AAAB01008859.1	UniRef50_B3M6T3	67.9	137	42	2	1	411	36	170	6.10E-43	181.4	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
AAAB01008859.1	UniRef50_UPI00177E188E	66.4	137	44	2	1	411	364	498	9.80E-41	174.1	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
AAAB01008859.1	UniRef50_A0A8D8KXB4	71.1	121	34	1	49	411	1	120	6.40E-40	171.4	UniRef50_A0A8D8KXB4 O-acetyl-ADP-ribose deacetylase 1 n=2 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8KXB4_CULPI
ALPR02002405.1	UniRef50_W5JUF1	74.3	144	31	2	1	417	57	199	2.30E-53	216.1	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
ALPR02002405.1	UniRef50_B0XBB0	74.1	139	35	1	1	417	12	149	1.80E-50	206.5	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
ALPR02002405.1	UniRef50_B3M6T3	68.3	139	42	2	1	417	36	172	1.90E-44	186.4	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
ALPR02002405.1	UniRef50_A0A8D8KXB4	73.2	123	32	1	49	417	1	122	5.30E-42	178.3	UniRef50_A0A8D8KXB4 O-acetyl-ADP-ribose deacetylase 1 n=2 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8KXB4_CULPI
ALPR02002405.1	UniRef50_UPI00177E188E	66.9	139	44	2	1	417	364	500	2.00E-41	176.4	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
APCG01000979.1	UniRef50_W5JUF1	73.6	144	32	2	1	417	57	199	6.60E-53	214.5	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
APCG01000979.1	UniRef50_B0XBB0	74.1	139	35	1	1	417	12	149	2.40E-50	206.1	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
APCG01000979.1	UniRef50_B3M6T3	68.3	139	42	2	1	417	36	172	2.50E-44	186	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
APCG01000979.1	UniRef50_A0A8D8KXB4	73.2	123	32	1	49	417	1	122	6.90E-42	177.9	UniRef50_A0A8D8KXB4 O-acetyl-ADP-ribose deacetylase 1 n=2 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8KXB4_CULPI
APCG01000979.1	UniRef50_UPI00177E188E	66.9	139	44	2	1	417	364	500	2.00E-41	176.4	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
APCH01000739.1	UniRef50_W5JUF1	78.3	129	27	1	1	387	57	184	2.20E-50	206.1	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
APCH01000739.1	UniRef50_B0XBB0	75.6	131	30	2	1	390	12	141	5.10E-47	194.9	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
APCH01000739.1	UniRef50_B3M6T3	68.2	129	40	1	1	387	36	163	8.50E-42	177.6	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
APCH01000739.1	UniRef50_UPI00177E188E	65.9	129	43	1	1	387	364	491	8.80E-39	167.5	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
APCH01000739.1	UniRef50_Q9VP69	62	129	48	1	1	387	11	138	2.00E-38	166.4	UniRef50_Q9VP69 Uncharacterized protein, isoform A n=60 Tax=Cyclorrhapha TaxID=480117 RepID=Q9VP69_DROME
AXCK02002322.1	UniRef50_W5JUF1	73.5	151	35	1	1	438	49	199	5.20E-56	224.9	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
AXCK02002322.1	UniRef50_B0XBB0	71.3	143	41	0	10	438	7	149	9.10E-53	214.2	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
AXCK02002322.1	UniRef50_B3M6T3	67.1	140	45	1	19	438	34	172	3.10E-45	189.1	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
AXCK02002322.1	UniRef50_UPI00177E188E	67.4	138	44	1	25	438	364	500	5.00E-43	181.8	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
AXCK02002322.1	UniRef50_Q9VP69	62.3	138	51	1	25	438	11	147	3.20E-42	179.1	UniRef50_Q9VP69 Uncharacterized protein, isoform A n=60 Tax=Cyclorrhapha TaxID=480117 RepID=Q9VP69_DROME
AXCM01000145.1	UniRef50_W5JUF1	73.5	147	33	2	1	426	57	202	4.10E-53	215.3	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
AXCM01000145.1	UniRef50_B0XBB0	72	143	39	1	1	429	12	153	2.90E-51	209.1	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
AXCM01000145.1	UniRef50_B3M6T3	69.5	141	41	2	1	423	36	174	5.40E-45	188.3	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
AXCM01000145.1	UniRef50_Q9VP69	64.5	141	48	2	1	423	11	149	8.50E-43	181	UniRef50_Q9VP69 Uncharacterized protein, isoform A n=60 Tax=Cyclorrhapha TaxID=480117 RepID=Q9VP69_DROME
AXCM01000145.1	UniRef50_A0A8D8KXB4	70.1	127	37	1	49	429	1	126	7.20E-42	177.9	UniRef50_A0A8D8KXB4 O-acetyl-ADP-ribose deacetylase 1 n=2 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8KXB4_CULPI
AXCN01001327.1	UniRef50_B0XBB0	72.8	125	32	1	1	375	25	147	4.30E-43	181.8	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
AXCN01001327.1	UniRef50_W5JUF1	68.5	130	34	2	1	375	70	197	8.10E-42	177.6	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
AXCN01001327.1	UniRef50_A0A8D8KXB4	73	122	31	1	10	375	1	120	1.10E-41	177.2	UniRef50_A0A8D8KXB4 O-acetyl-ADP-ribose deacetylase 1 n=2 Tax=Culex pipiens TaxID=7175 RepID=A0A8D8KXB4_CULPI
AXCN01001327.1	UniRef50_B3M6T3	65.6	125	40	2	1	375	49	170	1.10E-35	157.1	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
AXCN01001327.1	UniRef50_UPI00177E188E	62.4	125	44	2	1	375	377	498	5.30E-33	148.3	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
AXCP01000619.1	UniRef50_W5JUF1	73.3	146	34	1	79	501	54	199	4.20E-54	218.8	UniRef50_W5JUF1 Macro domain-containing protein n=18 Tax=Culicidae TaxID=7157 RepID=W5JUF1_ANODA
AXCP01000619.1	UniRef50_B0XBB0	68.9	148	46	0	58	501	2	149	2.30E-52	213	UniRef50_B0XBB0 Macro domain-containing protein n=27 Tax=Diptera TaxID=7147 RepID=B0XBB0_CULQU
AXCP01000619.1	UniRef50_B3M6T3	64.6	147	51	1	61	501	27	172	9.50E-46	191	UniRef50_B3M6T3 Macro domain-containing protein n=87 Tax=Diptera TaxID=7147 RepID=B3M6T3_DROAN
AXCP01000619.1	UniRef50_UPI00177E188E	67.4	138	44	1	88	501	364	500	5.70E-43	181.8	UniRef50_UPI00177E188E uncharacterized protein LOC118746494 n=1 Tax=Rhagoletis pomonella TaxID=28610 RepID=UPI00177E188E
AXCP01000619.1	UniRef50_Q9VP69	62	142	53	1	76	501	7	147	1.70E-42	180.3	UniRef50_Q9VP69 Uncharacterized protein, isoform A n=60 Tax=Cyclorrhapha TaxID=480117 RepID=Q9VP69_DROME
